Time America/New_York UTC-04:00,Level (Stage) (ft),Flow Rate (ft3/s),Total Rain (in),Level (Stage) (ft),Discharge Volume (ft3),Flow Rate (ft3/s),Total Rain (in)
9/28/2020 0:00,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 0:15,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 0:30,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 0:45,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 1:00,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 1:15,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 1:30,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 1:45,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 2:00,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 2:15,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 2:30,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 2:45,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 3:00,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 3:15,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 3:30,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 3:45,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 4:00,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 4:15,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 4:30,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 4:45,2.57,0,9.53,2.83,42957,0,473.1
9/28/2020 5:00,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 5:15,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 5:30,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 5:45,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 6:00,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 6:15,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 6:30,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 6:45,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 7:00,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 7:15,2.58,0,9.53,2.84,42957,0,473.1
9/28/2020 7:30,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 7:45,2.58,0,9.53,2.84,42957,0,473.1
9/28/2020 8:00,2.57,0,9.53,2.84,42957,0,473.1
9/28/2020 8:15,2.58,0,9.53,2.83,42957,0,473.1
9/28/2020 8:30,2.58,0,9.53,2.84,42957,0,473.1
9/28/2020 8:45,2.58,0,9.53,2.84,42957,0,473.1
9/28/2020 9:00,2.58,0,9.53,2.84,42957,0,473.1
9/28/2020 9:15,2.58,0,9.53,2.84,42957,0,473.1
9/28/2020 9:30,2.58,0,9.53,2.83,62214,25.7,473.1
9/28/2020 9:45,2.57,0,9.53,2.83,62214,0,473.1
9/28/2020 10:00,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 10:15,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 10:30,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 10:45,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 11:00,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 11:15,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 11:30,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 11:45,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 12:00,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 12:15,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 12:30,2.58,0,9.53,2.83,62214,0,473.1
9/28/2020 12:45,2.57,0,9.53,2.83,62214,0,473.1
9/28/2020 13:00,2.57,0,9.53,2.83,62214,0,473.1
9/28/2020 13:15,2.57,0,9.53,2.83,62214,0,473.1
9/28/2020 13:30,2.57,0,9.53,2.83,62214,0,473.1
9/28/2020 13:45,2.57,0,9.53,2.83,62214,0,473.1
9/28/2020 14:00,2.57,0,9.53,2.83,62214,0,473.1
9/28/2020 14:15,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 14:30,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 14:45,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 15:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 15:15,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 15:30,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 15:45,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 16:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 16:15,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 16:30,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 16:45,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 17:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 17:15,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 17:30,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 17:45,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 18:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 18:15,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 18:30,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 18:45,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 19:00,2.56,0,9.53,2.82,62214,0,473.1
9/28/2020 19:15,2.56,0,9.53,2.82,62214,0,473.1
9/28/2020 19:30,2.56,0,9.53,2.82,62214,0,473.1
9/28/2020 19:45,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 20:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 20:15,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 20:30,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 20:45,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 21:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 21:15,2.56,0,9.53,2.82,62214,0,473.1
9/28/2020 21:30,2.56,0,9.53,2.82,62214,0,473.1
9/28/2020 21:45,2.56,0,9.53,2.82,62214,0,473.1
9/28/2020 22:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 22:15,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 22:30,2.56,0,9.53,2.82,62214,0,473.1
9/28/2020 22:45,2.56,0,9.53,2.81,62214,0,473.1
9/28/2020 23:00,2.57,0,9.53,2.82,62214,0,473.1
9/28/2020 23:15,2.56,0,9.53,2.81,62214,0,473.1
9/28/2020 23:30,2.56,0,9.53,2.81,62214,0,473.1
9/28/2020 23:45,2.56,0,9.53,2.81,62214,0,473.1
9/29/2020 0:00,2.57,0,9.53,2.81,62214,0,473.1
9/29/2020 0:15,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 0:30,2.57,0,9.53,2.81,62214,0,473.1
9/29/2020 0:45,2.57,0,9.53,2.81,62214,0,473.1
9/29/2020 1:00,2.57,0,9.53,2.81,62214,0,473.1
9/29/2020 1:15,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 1:30,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 1:45,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 2:00,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 2:15,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 2:30,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 2:45,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 3:00,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 3:15,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 3:30,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 3:45,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 4:00,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 4:15,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 4:30,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 4:45,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 5:00,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 5:15,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 5:30,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 5:45,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 6:00,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 6:15,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 6:30,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 6:45,2.57,0,9.53,2.82,62214,0,473.1
9/29/2020 7:00,2.57,0,9.53,2.83,62214,0,473.1
9/29/2020 7:15,2.57,0,9.47,2.82,62214,0,473.1
9/29/2020 7:30,2.58,0,9.39,2.82,62214,0,473.1
9/29/2020 7:45,2.58,0,9.39,2.82,62214,0,473.04
9/29/2020 8:00,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 8:15,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 8:30,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 8:45,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 9:00,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 9:15,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 9:30,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 9:45,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 10:00,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 10:15,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 10:30,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 10:45,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 11:00,2.59,0,9.39,2.82,62214,0,473.03
9/29/2020 11:15,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 11:30,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 11:45,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 12:00,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 12:15,2.58,0,9.39,2.82,62214,0,473.03
9/29/2020 12:30,2.58,0,9.39,2.81,62214,0,473.03
9/29/2020 12:45,2.58,0,9.39,2.81,62214,0,473.03
9/29/2020 13:00,2.58,0,9.39,2.81,62214,0,473.03
9/29/2020 13:15,,,9.39,2.81,62214,0,473.03
9/29/2020 13:30,,,9.39,2.81,62214,0,473.03
9/29/2020 13:45,,,9.39,2.81,62214,0,473.03
9/29/2020 14:00,,,9.39,2.81,62214,0,473.03
9/29/2020 14:15,,,9.39,2.81,62214,0,473.03
9/29/2020 14:30,,,9.39,2.81,62214,0,473.03
9/29/2020 14:45,,,9.39,2.81,62214,0,473.03
9/29/2020 15:00,,,9.39,2.81,62214,0,473.03
9/29/2020 15:15,,,9.39,2.81,62214,0,473.03
9/29/2020 15:30,,,9.39,2.81,62214,0,473.03
9/29/2020 15:45,,,9.29,2.81,62214,0,473.03
9/29/2020 16:00,,,9.29,2.81,62214,0,473.03
9/29/2020 16:15,,,9.29,2.81,62214,0,473.03
9/29/2020 16:30,,,9.29,2.81,62214,0,473
9/29/2020 16:45,,,9.29,2.81,62214,0,473
9/29/2020 17:00,,,9.29,2.81,62214,0,473
9/29/2020 17:15,,,9.29,2.81,62214,0,472.99
9/29/2020 17:30,,,9.29,2.81,62214,0,472.99
9/29/2020 17:45,,,9.29,2.81,62214,0,472.98
9/29/2020 18:00,,,9.29,2.81,62214,0,472.98
9/29/2020 18:15,,,9.29,2.81,62214,0,472.98
9/29/2020 18:30,,,9.29,2.81,62214,0,472.96
9/29/2020 18:45,,,9.29,2.81,62214,0,472.96
9/29/2020 19:00,,,9.29,2.81,62214,0,472.96
9/29/2020 19:15,,,9.29,2.81,62214,0,472.96
9/29/2020 19:30,,,9.29,2.82,62214,0,472.96
9/29/2020 19:45,2.6,0,9.29,2.89,62214,0,472.96
9/29/2020 20:00,2.64,0,8.87,2.95,62214,0,472.95
9/29/2020 20:15,2.66,0,8.25,2.97,62214,0,472.58
9/29/2020 20:30,2.67,0,7.99,2.97,62214,0,472.31
9/29/2020 20:45,2.68,0,7.99,2.98,62214,0,472.27
9/29/2020 21:00,2.68,0,7.99,2.98,62214,0,472.27
9/29/2020 21:15,2.68,0,7.97,2.98,62214,0,472.27
9/29/2020 21:30,2.68,0,7.97,2.98,62214,0,472.27
9/29/2020 21:45,2.68,0,7.97,2.98,62214,0,472.27
9/29/2020 22:00,2.69,0,7.97,2.99,62214,0,472.26
9/29/2020 22:15,2.69,0,7.95,2.99,62214,0,472.25
9/29/2020 22:30,2.7,0,7.94,3.01,62214,0,472.19
9/29/2020 22:45,2.71,0,7.86,3.02,62214,0,472.17
9/29/2020 23:00,2.71,0,7.79,3.02,62214,0,472.11
9/29/2020 23:15,2.71,0,7.78,3.02,62214,0,472.08
9/29/2020 23:30,2.71,0,7.78,3.02,62214,0,472.06
9/29/2020 23:45,2.71,0,7.77,3.03,62214,0,472.06
9/30/2020 0:00,2.72,0,7.77,3.03,62214,0,472.06
9/30/2020 0:15,2.72,0,7.77,3.03,62214,0,472.06
9/30/2020 0:30,2.72,0,7.77,3.03,62214,0,472.06
9/30/2020 0:45,2.72,0,7.77,3.03,62214,0,472.06
9/30/2020 1:00,2.72,0,7.77,3.03,62214,0,472.06
9/30/2020 1:15,2.72,0,7.77,3.04,62214,0,472.06
9/30/2020 1:30,2.72,0,7.77,3.04,62214,0,472.06
9/30/2020 1:45,2.72,0,7.77,3.04,62214,0,472.06
9/30/2020 2:00,2.72,0,7.77,3.04,62214,0,472.06
9/30/2020 2:15,2.72,0,7.77,3.04,62214,0,472.06
9/30/2020 2:30,2.72,0,7.77,3.04,62214,0,472.06
9/30/2020 2:45,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 3:00,2.72,0,7.77,3.04,62214,0,472.06
9/30/2020 3:15,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 3:30,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 3:45,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 4:00,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 4:15,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 4:30,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 4:45,2.73,0,7.77,3.04,62214,0,472.06
9/30/2020 5:00,2.73,0,7.77,3.04,62214,0,472.05
9/30/2020 5:15,2.73,0,7.77,3.04,62214,0,472.05
9/30/2020 5:30,2.73,0,7.77,3.04,62214,0,472.05
9/30/2020 5:45,2.73,0,7.77,3.04,62214,0,472.05
9/30/2020 6:00,2.73,0,7.77,3.05,62214,0,472.05
9/30/2020 6:15,2.73,0,7.77,3.05,62214,0,472.05
9/30/2020 6:30,2.73,0,7.77,3.05,62214,0,472.05
9/30/2020 6:45,2.73,0,7.77,3.05,62214,0,472.05
9/30/2020 7:00,2.73,0,7.77,3.05,62214,0,472.05
9/30/2020 7:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 7:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 7:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 8:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 8:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 8:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 8:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 9:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 9:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 9:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 9:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 10:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 10:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 10:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 10:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 11:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 11:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 11:30,2.74,23.5,7.77,3.05,62214,0,472.05
9/30/2020 11:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 12:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 12:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 12:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 12:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 13:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 13:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 13:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 13:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 14:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 14:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 14:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 14:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 15:00,2.74,23.3,7.77,3.05,62214,0,472.05
9/30/2020 15:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 15:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 15:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 16:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 16:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 16:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 16:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 17:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 17:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 17:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 17:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 18:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 18:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 18:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 18:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 19:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 19:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 19:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 19:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 20:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 20:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 20:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 20:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 21:00,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 21:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 21:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 21:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 22:00,2.75,0,7.77,3.05,62214,0,472.05
9/30/2020 22:15,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 22:30,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 22:45,2.74,0,7.77,3.05,62214,0,472.05
9/30/2020 23:00,2.75,0,7.77,3.05,62214,0,472.05
9/30/2020 23:15,2.75,0,7.77,3.05,62214,0,472.05
9/30/2020 23:30,2.75,0,7.77,3.05,62214,0,472.05
9/30/2020 23:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 0:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 0:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 0:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 0:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 1:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 1:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 1:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 1:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 2:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 2:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 2:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 2:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 3:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 3:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 3:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 3:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 4:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 4:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 4:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 4:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 5:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 5:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 5:30,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 5:45,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 6:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 6:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 6:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 6:45,2.76,0,7.77,3.06,62214,0,472.05
10/1/2020 7:00,2.76,0,7.77,3.06,62214,0,472.05
10/1/2020 7:15,2.76,0,7.77,3.06,62214,0,472.05
10/1/2020 7:30,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 7:45,2.75,0,7.77,3.06,62214,0,472.05
10/1/2020 8:00,2.76,0,7.77,3.06,62214,0,472.05
10/1/2020 8:15,2.76,0,7.77,3.06,62214,0,472.05
10/1/2020 8:30,2.76,0,7.77,3.06,62214,0,472.05
10/1/2020 8:45,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 9:00,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 9:15,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 9:30,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 9:45,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 10:00,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 10:15,2.76,0,7.77,3.06,62214,0,472.05
10/1/2020 10:30,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 10:45,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 11:00,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 11:15,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 11:30,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 11:45,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 12:00,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 12:15,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 12:30,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 12:45,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 13:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 13:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 13:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 13:45,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 14:00,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 14:15,2.76,0,7.77,3.05,62214,0,472.05
10/1/2020 14:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 14:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 15:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 15:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 15:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 15:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 16:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 16:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 16:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 16:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 17:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 17:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 17:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 17:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 18:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 18:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 18:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 18:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 19:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 19:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 19:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 19:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 20:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 20:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 20:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 20:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 21:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 21:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 21:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 21:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 22:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 22:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 22:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 22:45,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 23:00,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 23:15,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 23:30,2.75,0,7.77,3.05,62214,0,472.05
10/1/2020 23:45,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 0:00,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 0:15,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 0:30,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 0:45,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 1:00,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 1:15,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 1:30,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 1:45,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 2:00,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 2:15,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 2:30,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 2:45,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 3:00,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 3:15,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 3:30,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 3:45,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 4:00,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 4:15,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 4:30,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 4:45,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 5:00,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 5:15,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 5:30,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 5:45,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 6:00,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 6:15,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 6:30,2.75,0,7.77,3.05,62214,0,472.05
10/2/2020 6:45,2.75,0,7.77,3.05,62214,0,472.05
